case;cislo linky;konecna A;linka_smer_A;cislo linky B;konecna B;linka_smer_B;rozjezd;prijezd;odjezd;doba prestupu;stihnuto;o_kolik;cpu;smysluplnost
case10;4;Litvínov,Citadela;(4, 26);17;Dopravní podnik;(17, 111, 2);12:40:00;2023-10-07 12:38:48.639754;07.10.2023 12:40;53;True;18.360246;PRIOR;1
case10;4;Litvínov,Citadela;(4, 26);20;Nádraží;(20, 135);12:40:00;2023-10-07 12:38:48.639754;07.10.2023 12:40;39;True;32.360246;PRIOR;1
case10;4;Litvínov,Citadela;(4, 26);22;Souš,Matylda;(22, 163);12:40:00;2023-10-07 12:38:48.639754;07.10.2023 12:40;52;True;19.360246;PRIOR;1
case10;4;Litvínov,Citadela;(4, 26);30;Nádraží;(30, 135, 1);12:40:00;2023-10-07 12:38:48.639754;07.10.2023 12:40;27;True;44.360246;PRIOR;0
case10;17;Dopravní podnik;(17, 111, 2);2;Most,Velebudická;(2, 1);12:40:00;2023-10-07 12:38:10.058561;07.10.2023 12:40;26;True;83.941439;PRIOR;0
case10;17;Dopravní podnik;(17, 111, 2);4;Litvínov,Citadela;(4, 26);12:40:00;2023-10-07 12:38:10.058561;07.10.2023 12:40;53;True;56.941439;PRIOR;1
case10;17;Dopravní podnik;(17, 111, 2);20;Nádraží;(20, 135);12:40:00;2023-10-07 12:38:10.058561;07.10.2023 12:40;44;True;65.941439;PRIOR;1
case10;17;Dopravní podnik;(17, 111, 2);22;Souš,Matylda;(22, 163);12:40:00;2023-10-07 12:38:10.058561;07.10.2023 12:40;54;True;55.941439;PRIOR;1
case10;17;Dopravní podnik;(17, 111, 2);30;Nádraží;(30, 135, 1);12:40:00;2023-10-07 12:38:10.058561;07.10.2023 12:40;75;True;34.941439;PRIOR;0
case10;20;Nádraží;(20, 135);2;Most,Velebudická;(2, 1);12:40:00;2023-10-07 12:36:53.354625;07.10.2023 12:40;46;True;140.645375;PRIOR;1
case10;20;Nádraží;(20, 135);4;Litvínov,Citadela;(4, 26);12:40:00;2023-10-07 12:36:53.354625;07.10.2023 12:40;39;True;147.645375;PRIOR;1
case10;20;Nádraží;(20, 135);17;Dopravní podnik;(17, 111, 2);12:40:00;2023-10-07 12:36:53.354625;07.10.2023 12:40;44;True;142.645375;PRIOR;1
case10;20;Nádraží;(20, 135);22;Souš,Matylda;(22, 163);12:40:00;2023-10-07 12:36:53.354625;07.10.2023 12:40;80;True;106.645375;PRIOR;0
case10;20;Nádraží;(20, 135);30;Nádraží;(30, 135, 1);12:40:00;2023-10-07 12:36:53.354625;07.10.2023 12:40;52;True;134.645375;PRIOR;1
case10;22;Souš,Matylda;(22, 163);2;Most,Velebudická;(2, 1);12:40:00;2023-10-07 12:37:10.415339;07.10.2023 12:40;38;True;131.584661;PRIOR;1
case10;22;Souš,Matylda;(22, 163);4;Litvínov,Citadela;(4, 26);12:40:00;2023-10-07 12:37:10.415339;07.10.2023 12:40;52;True;117.584661;PRIOR;1
case10;22;Souš,Matylda;(22, 163);17;Dopravní podnik;(17, 111, 2);12:40:00;2023-10-07 12:37:10.415339;07.10.2023 12:40;54;True;115.584661;PRIOR;1
case10;22;Souš,Matylda;(22, 163);20;Nádraží;(20, 135);12:40:00;2023-10-07 12:37:10.415339;07.10.2023 12:40;80;True;89.584661;PRIOR;1
case10;22;Souš,Matylda;(22, 163);30;Nádraží;(30, 135, 1);12:40:00;2023-10-07 12:37:10.415339;07.10.2023 12:40;46;True;123.584661;PRIOR;1
case10;30;Nádraží;(30, 135, 1);2;Most,Velebudická;(2, 1);12:40:00;2023-10-07 12:37:08.911781;07.10.2023 12:40;59;True;112.088219;PRIOR;1
case10;30;Nádraží;(30, 135, 1);4;Litvínov,Citadela;(4, 26);12:40:00;2023-10-07 12:37:08.911781;07.10.2023 12:40;27;True;144.088219;PRIOR;1
case10;30;Nádraží;(30, 135, 1);17;Dopravní podnik;(17, 111, 2);12:40:00;2023-10-07 12:37:08.911781;07.10.2023 12:40;75;True;96.088219;PRIOR;1
case10;30;Nádraží;(30, 135, 1);20;Nádraží;(20, 135);12:40:00;2023-10-07 12:37:08.911781;07.10.2023 12:40;52;True;119.088219;PRIOR;1
case10;30;Nádraží;(30, 135, 1);22;Souš,Matylda;(22, 163);12:40:00;2023-10-07 12:37:08.911781;07.10.2023 12:40;46;True;125.088219;PRIOR;0
case10;2;Most,Velebudická;(2, 1);4;Litvínov,Citadela;(4, 26);13:40:00;2023-10-07 13:37:59.939639;07.10.2023 13:40;58;True;62.060361;PRIOR;0
case10;2;Most,Velebudická;(2, 1);17;Dopravní podnik;(17, 111, 2);13:40:00;2023-10-07 13:37:59.939639;07.10.2023 13:40;26;True;94.060361;PRIOR;0
case10;2;Most,Velebudická;(2, 1);20;Nádraží;(20, 135);13:40:00;2023-10-07 13:37:59.939639;07.10.2023 13:40;46;True;74.060361;PRIOR;1
case10;2;Most,Velebudická;(2, 1);22;Souš,Matylda;(22, 163);13:40:00;2023-10-07 13:37:59.939639;07.10.2023 13:40;38;True;82.060361;PRIOR;1
case10;2;Most,Velebudická;(2, 1);30;Nádraží;(30, 135, 1);13:40:00;2023-10-07 13:37:59.939639;07.10.2023 13:40;59;True;61.060361;PRIOR;1
case10;4;Litvínov,Citadela;(4, 26);2;Most,Velebudická;(2, 1);13:40:00;2023-10-07 13:36:31.443685;07.10.2023 13:40;58;True;150.556315;PRIOR;0
case10;4;Litvínov,Citadela;(4, 26);17;Dopravní podnik;(17, 111, 2);13:40:00;2023-10-07 13:36:31.443685;07.10.2023 13:40;53;True;155.556315;PRIOR;1
case10;4;Litvínov,Citadela;(4, 26);20;Nádraží;(20, 135);13:40:00;2023-10-07 13:36:31.443685;07.10.2023 13:40;39;True;169.556315;PRIOR;1
case10;4;Litvínov,Citadela;(4, 26);22;Souš,Matylda;(22, 163);13:40:00;2023-10-07 13:36:31.443685;07.10.2023 13:40;52;True;156.556315;PRIOR;1
case10;4;Litvínov,Citadela;(4, 26);30;Nádraží;(30, 135, 1);13:40:00;2023-10-07 13:36:31.443685;07.10.2023 13:40;27;True;181.556315;PRIOR;0
case10;17;Dopravní podnik;(17, 111, 2);2;Most,Velebudická;(2, 1);13:40:00;2023-10-07 13:37:57.941800;07.10.2023 13:40;26;True;96.0582;PRIOR;0
case10;17;Dopravní podnik;(17, 111, 2);4;Litvínov,Citadela;(4, 26);13:40:00;2023-10-07 13:37:57.941800;07.10.2023 13:40;53;True;69.0582;PRIOR;1
case10;17;Dopravní podnik;(17, 111, 2);20;Nádraží;(20, 135);13:40:00;2023-10-07 13:37:57.941800;07.10.2023 13:40;44;True;78.0582;PRIOR;1
case10;17;Dopravní podnik;(17, 111, 2);22;Souš,Matylda;(22, 163);13:40:00;2023-10-07 13:37:57.941800;07.10.2023 13:40;54;True;68.0582;PRIOR;1
case10;17;Dopravní podnik;(17, 111, 2);30;Nádraží;(30, 135, 1);13:40:00;2023-10-07 13:37:57.941800;07.10.2023 13:40;75;True;47.0582;PRIOR;0
case10;20;Nádraží;(20, 135);2;Most,Velebudická;(2, 1);13:40:00;2023-10-07 13:37:00.244746;07.10.2023 13:40;46;True;133.755254;PRIOR;1
case10;20;Nádraží;(20, 135);4;Litvínov,Citadela;(4, 26);13:40:00;2023-10-07 13:37:00.244746;07.10.2023 13:40;39;True;140.755254;PRIOR;1
case10;20;Nádraží;(20, 135);17;Dopravní podnik;(17, 111, 2);13:40:00;2023-10-07 13:37:00.244746;07.10.2023 13:40;44;True;135.755254;PRIOR;1
case10;20;Nádraží;(20, 135);22;Souš,Matylda;(22, 163);13:40:00;2023-10-07 13:37:00.244746;07.10.2023 13:40;80;True;99.755254;PRIOR;0
case10;20;Nádraží;(20, 135);30;Nádraží;(30, 135, 1);13:40:00;2023-10-07 13:37:00.244746;07.10.2023 13:40;52;True;127.755254;PRIOR;1
case10;22;Souš,Matylda;(22, 163);2;Most,Velebudická;(2, 1);13:40:00;2023-10-07 13:37:18.824415;07.10.2023 13:40;38;True;123.175585;PRIOR;1
case10;22;Souš,Matylda;(22, 163);4;Litvínov,Citadela;(4, 26);13:40:00;2023-10-07 13:37:18.824415;07.10.2023 13:40;52;True;109.175585;PRIOR;1
case10;22;Souš,Matylda;(22, 163);17;Dopravní podnik;(17, 111, 2);13:40:00;2023-10-07 13:37:18.824415;07.10.2023 13:40;54;True;107.175585;PRIOR;1
case10;22;Souš,Matylda;(22, 163);20;Nádraží;(20, 135);13:40:00;2023-10-07 13:37:18.824415;07.10.2023 13:40;80;True;81.175585;PRIOR;1
case10;22;Souš,Matylda;(22, 163);30;Nádraží;(30, 135, 1);13:40:00;2023-10-07 13:37:18.824415;07.10.2023 13:40;46;True;115.175585;PRIOR;1
case10;30;Nádraží;(30, 135, 1);2;Most,Velebudická;(2, 1);13:40:00;2023-10-07 13:36:47.730953;07.10.2023 13:40;59;True;133.269047;PRIOR;1
case10;30;Nádraží;(30, 135, 1);4;Litvínov,Citadela;(4, 26);13:40:00;2023-10-07 13:36:47.730953;07.10.2023 13:40;27;True;165.269047;PRIOR;1
case10;30;Nádraží;(30, 135, 1);17;Dopravní podnik;(17, 111, 2);13:40:00;2023-10-07 13:36:47.730953;07.10.2023 13:40;75;True;117.269047;PRIOR;1
case10;30;Nádraží;(30, 135, 1);20;Nádraží;(20, 135);13:40:00;2023-10-07 13:36:47.730953;07.10.2023 13:40;52;True;140.269047;PRIOR;1
case10;30;Nádraží;(30, 135, 1);22;Souš,Matylda;(22, 163);13:40:00;2023-10-07 13:36:47.730953;07.10.2023 13:40;46;True;146.269047;PRIOR;0
case10;2;Most,Velebudická;(2, 1);4;Litvínov,Citadela;(4, 26);14:40:00;2023-10-07 14:37:55.619629;07.10.2023 14:40;58;True;66.380371;PRIOR;0
case10;2;Most,Velebudická;(2, 1);17;Dopravní podnik;(17, 111, 2);14:40:00;2023-10-07 14:37:55.619629;07.10.2023 14:40;26;True;98.380371;PRIOR;0
case10;2;Most,Velebudická;(2, 1);20;Nádraží;(20, 135);14:40:00;2023-10-07 14:37:55.619629;07.10.2023 14:40;46;True;78.380371;PRIOR;1
case10;2;Most,Velebudická;(2, 1);22;Souš,Matylda;(22, 163);14:40:00;2023-10-07 14:37:55.619629;07.10.2023 14:40;38;True;86.380371;PRIOR;1
case10;2;Most,Velebudická;(2, 1);30;Nádraží;(30, 135, 1);14:40:00;2023-10-07 14:37:55.619629;07.10.2023 14:40;59;True;65.380371;PRIOR;1
case10;4;Litvínov,Citadela;(4, 26);2;Most,Velebudická;(2, 1);14:40:00;2023-10-07 14:37:27.203719;07.10.2023 14:40;58;True;94.796281;PRIOR;0
case10;4;Litvínov,Citadela;(4, 26);17;Dopravní podnik;(17, 111, 2);14:40:00;2023-10-07 14:37:27.203719;07.10.2023 14:40;53;True;99.796281;PRIOR;1
case10;4;Litvínov,Citadela;(4, 26);20;Nádraží;(20, 135);14:40:00;2023-10-07 14:37:27.203719;07.10.2023 14:40;39;True;113.796281;PRIOR;1
case10;4;Litvínov,Citadela;(4, 26);22;Souš,Matylda;(22, 163);14:40:00;2023-10-07 14:37:27.203719;07.10.2023 14:40;52;True;100.796281;PRIOR;1
case10;4;Litvínov,Citadela;(4, 26);30;Nádraží;(30, 135, 1);14:40:00;2023-10-07 14:37:27.203719;07.10.2023 14:40;27;True;125.796281;PRIOR;0
case10;17;Dopravní podnik;(17, 111, 2);2;Most,Velebudická;(2, 1);14:40:00;2023-10-07 14:37:58.892158;07.10.2023 14:40;26;True;95.107842;PRIOR;0
case10;17;Dopravní podnik;(17, 111, 2);4;Litvínov,Citadela;(4, 26);14:40:00;2023-10-07 14:37:58.892158;07.10.2023 14:40;53;True;68.107842;PRIOR;1
case10;17;Dopravní podnik;(17, 111, 2);20;Nádraží;(20, 135);14:40:00;2023-10-07 14:37:58.892158;07.10.2023 14:40;44;True;77.107842;PRIOR;1
case10;17;Dopravní podnik;(17, 111, 2);22;Souš,Matylda;(22, 163);14:40:00;2023-10-07 14:37:58.892158;07.10.2023 14:40;54;True;67.107842;PRIOR;1
case10;17;Dopravní podnik;(17, 111, 2);30;Nádraží;(30, 135, 1);14:40:00;2023-10-07 14:37:58.892158;07.10.2023 14:40;75;True;46.107842;PRIOR;0
case10;20;Nádraží;(20, 135);2;Most,Velebudická;(2, 1);14:40:00;2023-10-07 14:37:34.250639;07.10.2023 14:40;46;True;99.749361;PRIOR;1
case10;20;Nádraží;(20, 135);4;Litvínov,Citadela;(4, 26);14:40:00;2023-10-07 14:37:34.250639;07.10.2023 14:40;39;True;106.749361;PRIOR;1
case10;20;Nádraží;(20, 135);17;Dopravní podnik;(17, 111, 2);14:40:00;2023-10-07 14:37:34.250639;07.10.2023 14:40;44;True;101.749361;PRIOR;1
case10;20;Nádraží;(20, 135);22;Souš,Matylda;(22, 163);14:40:00;2023-10-07 14:37:34.250639;07.10.2023 14:40;80;True;65.749361;PRIOR;0
case10;20;Nádraží;(20, 135);30;Nádraží;(30, 135, 1);14:40:00;2023-10-07 14:37:34.250639;07.10.2023 14:40;52;True;93.749361;PRIOR;1
case10;22;Souš,Matylda;(22, 163);2;Most,Velebudická;(2, 1);14:40:00;2023-10-07 14:37:09.937362;07.10.2023 14:40;38;True;132.062638;PRIOR;1
case10;22;Souš,Matylda;(22, 163);4;Litvínov,Citadela;(4, 26);14:40:00;2023-10-07 14:37:09.937362;07.10.2023 14:40;52;True;118.062638;PRIOR;1
case10;22;Souš,Matylda;(22, 163);17;Dopravní podnik;(17, 111, 2);14:40:00;2023-10-07 14:37:09.937362;07.10.2023 14:40;54;True;116.062638;PRIOR;1
case10;22;Souš,Matylda;(22, 163);20;Nádraží;(20, 135);14:40:00;2023-10-07 14:37:09.937362;07.10.2023 14:40;80;True;90.062638;PRIOR;1
case10;22;Souš,Matylda;(22, 163);30;Nádraží;(30, 135, 1);14:40:00;2023-10-07 14:37:09.937362;07.10.2023 14:40;46;True;124.062638;PRIOR;1
case10;30;Nádraží;(30, 135, 1);2;Most,Velebudická;(2, 1);14:40:00;2023-10-07 14:37:29.627957;07.10.2023 14:40;59;True;91.372043;PRIOR;1
case10;30;Nádraží;(30, 135, 1);4;Litvínov,Citadela;(4, 26);14:40:00;2023-10-07 14:37:29.627957;07.10.2023 14:40;27;True;123.372043;PRIOR;1
case10;30;Nádraží;(30, 135, 1);17;Dopravní podnik;(17, 111, 2);14:40:00;2023-10-07 14:37:29.627957;07.10.2023 14:40;75;True;75.372043;PRIOR;1
case10;30;Nádraží;(30, 135, 1);20;Nádraží;(20, 135);14:40:00;2023-10-07 14:37:29.627957;07.10.2023 14:40;52;True;98.372043;PRIOR;1
case10;30;Nádraží;(30, 135, 1);22;Souš,Matylda;(22, 163);14:40:00;2023-10-07 14:37:29.627957;07.10.2023 14:40;46;True;104.372043;PRIOR;0
case10;2;Most,Velebudická;(2, 1);4;Litvínov,Citadela;(4, 26);15:40:00;2023-10-07 15:36:38.452303;07.10.2023 15:40;58;True;143.547697;PRIOR;0
case10;2;Most,Velebudická;(2, 1);17;Dopravní podnik;(17, 111, 2);15:40:00;2023-10-07 15:36:38.452303;07.10.2023 15:40;26;True;175.547697;PRIOR;0
case10;2;Most,Velebudická;(2, 1);20;Nádraží;(20, 135);15:40:00;2023-10-07 15:36:38.452303;07.10.2023 15:40;46;True;155.547697;PRIOR;1
case10;2;Most,Velebudická;(2, 1);22;Souš,Matylda;(22, 163);15:40:00;2023-10-07 15:36:38.452303;07.10.2023 15:40;38;True;163.547697;PRIOR;1
case10;2;Most,Velebudická;(2, 1);30;Nádraží;(30, 135, 1);15:40:00;2023-10-07 15:36:38.452303;07.10.2023 15:40;59;True;142.547697;PRIOR;1
case10;4;Litvínov,Citadela;(4, 26);2;Most,Velebudická;(2, 1);15:40:00;2023-10-07 15:37:12.760572;07.10.2023 15:40;58;True;109.239428;PRIOR;0
case10;4;Litvínov,Citadela;(4, 26);17;Dopravní podnik;(17, 111, 2);15:40:00;2023-10-07 15:37:12.760572;07.10.2023 15:40;53;True;114.239428;PRIOR;1
case10;4;Litvínov,Citadela;(4, 26);20;Nádraží;(20, 135);15:40:00;2023-10-07 15:37:12.760572;07.10.2023 15:40;39;True;128.239428;PRIOR;1
case10;4;Litvínov,Citadela;(4, 26);22;Souš,Matylda;(22, 163);15:40:00;2023-10-07 15:37:12.760572;07.10.2023 15:40;52;True;115.239428;PRIOR;1
case10;4;Litvínov,Citadela;(4, 26);30;Nádraží;(30, 135, 1);15:40:00;2023-10-07 15:37:12.760572;07.10.2023 15:40;27;True;140.239428;PRIOR;0
case10;17;Dopravní podnik;(17, 111, 2);2;Most,Velebudická;(2, 1);15:40:00;2023-10-07 15:37:59.063319;07.10.2023 15:40;26;True;94.936681;PRIOR;0
case10;17;Dopravní podnik;(17, 111, 2);4;Litvínov,Citadela;(4, 26);15:40:00;2023-10-07 15:37:59.063319;07.10.2023 15:40;53;True;67.936681;PRIOR;1
case10;17;Dopravní podnik;(17, 111, 2);20;Nádraží;(20, 135);15:40:00;2023-10-07 15:37:59.063319;07.10.2023 15:40;44;True;76.936681;PRIOR;1
case10;17;Dopravní podnik;(17, 111, 2);22;Souš,Matylda;(22, 163);15:40:00;2023-10-07 15:37:59.063319;07.10.2023 15:40;54;True;66.936681;PRIOR;1
case10;17;Dopravní podnik;(17, 111, 2);30;Nádraží;(30, 135, 1);15:40:00;2023-10-07 15:37:59.063319;07.10.2023 15:40;75;True;45.936681;PRIOR;0
case10;20;Nádraží;(20, 135);2;Most,Velebudická;(2, 1);15:40:00;2023-10-07 15:37:13.395000;07.10.2023 15:40;46;True;120.605;PRIOR;1
case10;20;Nádraží;(20, 135);4;Litvínov,Citadela;(4, 26);15:40:00;2023-10-07 15:37:13.395000;07.10.2023 15:40;39;True;127.605;PRIOR;1
case10;20;Nádraží;(20, 135);17;Dopravní podnik;(17, 111, 2);15:40:00;2023-10-07 15:37:13.395000;07.10.2023 15:40;44;True;122.605;PRIOR;1
case10;20;Nádraží;(20, 135);22;Souš,Matylda;(22, 163);15:40:00;2023-10-07 15:37:13.395000;07.10.2023 15:40;80;True;86.605;PRIOR;0
case10;20;Nádraží;(20, 135);30;Nádraží;(30, 135, 1);15:40:00;2023-10-07 15:37:13.395000;07.10.2023 15:40;52;True;114.605;PRIOR;1
case10;22;Souš,Matylda;(22, 163);2;Most,Velebudická;(2, 1);15:40:00;2023-10-07 15:37:33.532895;07.10.2023 15:40;38;True;108.467105;PRIOR;1
case10;22;Souš,Matylda;(22, 163);4;Litvínov,Citadela;(4, 26);15:40:00;2023-10-07 15:37:33.532895;07.10.2023 15:40;52;True;94.467105;PRIOR;1
case10;22;Souš,Matylda;(22, 163);17;Dopravní podnik;(17, 111, 2);15:40:00;2023-10-07 15:37:33.532895;07.10.2023 15:40;54;True;92.467105;PRIOR;1
case10;22;Souš,Matylda;(22, 163);20;Nádraží;(20, 135);15:40:00;2023-10-07 15:37:33.532895;07.10.2023 15:40;80;True;66.467105;PRIOR;1
case10;22;Souš,Matylda;(22, 163);30;Nádraží;(30, 135, 1);15:40:00;2023-10-07 15:37:33.532895;07.10.2023 15:40;46;True;100.467105;PRIOR;1
case10;30;Nádraží;(30, 135, 1);2;Most,Velebudická;(2, 1);15:40:00;2023-10-07 15:37:41.870577;07.10.2023 15:40;59;True;79.129423;PRIOR;1
case10;30;Nádraží;(30, 135, 1);4;Litvínov,Citadela;(4, 26);15:40:00;2023-10-07 15:37:41.870577;07.10.2023 15:40;27;True;111.129423;PRIOR;1
case10;30;Nádraží;(30, 135, 1);17;Dopravní podnik;(17, 111, 2);15:40:00;2023-10-07 15:37:41.870577;07.10.2023 15:40;75;True;63.129423;PRIOR;1
case10;30;Nádraží;(30, 135, 1);20;Nádraží;(20, 135);15:40:00;2023-10-07 15:37:41.870577;07.10.2023 15:40;52;True;86.129423;PRIOR;1
case10;30;Nádraží;(30, 135, 1);22;Souš,Matylda;(22, 163);15:40:00;2023-10-07 15:37:41.870577;07.10.2023 15:40;46;True;92.129423;PRIOR;0
case10;2;Most,Velebudická;(2, 1);4;Litvínov,Citadela;(4, 26);16:40:00;2023-10-07 16:37:29.085020;07.10.2023 16:40;58;True;92.91498;PRIOR;0
case10;2;Most,Velebudická;(2, 1);17;Dopravní podnik;(17, 111, 2);16:40:00;2023-10-07 16:37:29.085020;07.10.2023 16:40;26;True;124.91498;PRIOR;0
case10;2;Most,Velebudická;(2, 1);20;Nádraží;(20, 135);16:40:00;2023-10-07 16:37:29.085020;07.10.2023 16:40;46;True;104.91498;PRIOR;1
case10;2;Most,Velebudická;(2, 1);22;Souš,Matylda;(22, 163);16:40:00;2023-10-07 16:37:29.085020;07.10.2023 16:40;38;True;112.91498;PRIOR;1
case10;2;Most,Velebudická;(2, 1);30;Nádraží;(30, 135, 1);16:40:00;2023-10-07 16:37:29.085020;07.10.2023 16:40;59;True;91.91498;PRIOR;1
case10;4;Litvínov,Citadela;(4, 26);2;Most,Velebudická;(2, 1);16:40:00;07.10.2023 16:36;07.10.2023 16:40;58;True;182;PRIOR;0
case10;4;Litvínov,Citadela;(4, 26);17;Dopravní podnik;(17, 111, 2);16:40:00;07.10.2023 16:36;07.10.2023 16:40;53;True;187;PRIOR;1
case10;4;Litvínov,Citadela;(4, 26);20;Nádraží;(20, 135);16:40:00;07.10.2023 16:36;07.10.2023 16:40;39;True;201;PRIOR;1
case10;4;Litvínov,Citadela;(4, 26);22;Souš,Matylda;(22, 163);16:40:00;07.10.2023 16:36;07.10.2023 16:40;52;True;188;PRIOR;1
case10;4;Litvínov,Citadela;(4, 26);30;Nádraží;(30, 135, 1);16:40:00;07.10.2023 16:36;07.10.2023 16:40;27;True;213;PRIOR;0
case10;17;Dopravní podnik;(17, 111, 2);2;Most,Velebudická;(2, 1);16:40:00;2023-10-07 16:36:44.406906;07.10.2023 16:40;26;True;169.593094;PRIOR;0
case10;17;Dopravní podnik;(17, 111, 2);4;Litvínov,Citadela;(4, 26);16:40:00;2023-10-07 16:36:44.406906;07.10.2023 16:40;53;True;142.593094;PRIOR;1
case10;17;Dopravní podnik;(17, 111, 2);20;Nádraží;(20, 135);16:40:00;2023-10-07 16:36:44.406906;07.10.2023 16:40;44;True;151.593094;PRIOR;1
case10;17;Dopravní podnik;(17, 111, 2);22;Souš,Matylda;(22, 163);16:40:00;2023-10-07 16:36:44.406906;07.10.2023 16:40;54;True;141.593094;PRIOR;1
case10;17;Dopravní podnik;(17, 111, 2);30;Nádraží;(30, 135, 1);16:40:00;2023-10-07 16:36:44.406906;07.10.2023 16:40;75;True;120.593094;PRIOR;0
case10;20;Nádraží;(20, 135);2;Most,Velebudická;(2, 1);16:40:00;2023-10-07 16:37:09.851365;07.10.2023 16:40;46;True;124.148635;PRIOR;1
case10;20;Nádraží;(20, 135);4;Litvínov,Citadela;(4, 26);16:40:00;2023-10-07 16:37:09.851365;07.10.2023 16:40;39;True;131.148635;PRIOR;1
case10;20;Nádraží;(20, 135);17;Dopravní podnik;(17, 111, 2);16:40:00;2023-10-07 16:37:09.851365;07.10.2023 16:40;44;True;126.148635;PRIOR;1
case10;20;Nádraží;(20, 135);22;Souš,Matylda;(22, 163);16:40:00;2023-10-07 16:37:09.851365;07.10.2023 16:40;80;True;90.148635;PRIOR;0
case10;20;Nádraží;(20, 135);30;Nádraží;(30, 135, 1);16:40:00;2023-10-07 16:37:09.851365;07.10.2023 16:40;52;True;118.148635;PRIOR;1
case10;22;Souš,Matylda;(22, 163);2;Most,Velebudická;(2, 1);16:40:00;2023-10-07 16:37:04.695696;07.10.2023 16:40;38;True;137.304304;PRIOR;1
case10;22;Souš,Matylda;(22, 163);4;Litvínov,Citadela;(4, 26);16:40:00;2023-10-07 16:37:04.695696;07.10.2023 16:40;52;True;123.304304;PRIOR;1
case10;22;Souš,Matylda;(22, 163);17;Dopravní podnik;(17, 111, 2);16:40:00;2023-10-07 16:37:04.695696;07.10.2023 16:40;54;True;121.304304;PRIOR;1
case10;22;Souš,Matylda;(22, 163);20;Nádraží;(20, 135);16:40:00;2023-10-07 16:37:04.695696;07.10.2023 16:40;80;True;95.304304;PRIOR;1
case10;22;Souš,Matylda;(22, 163);30;Nádraží;(30, 135, 1);16:40:00;2023-10-07 16:37:04.695696;07.10.2023 16:40;46;True;129.304304;PRIOR;1
case10;30;Nádraží;(30, 135, 1);2;Most,Velebudická;(2, 1);16:40:00;2023-10-07 16:37:29.398244;07.10.2023 16:40;59;True;91.601756;PRIOR;1
case10;30;Nádraží;(30, 135, 1);4;Litvínov,Citadela;(4, 26);16:40:00;2023-10-07 16:37:29.398244;07.10.2023 16:40;27;True;123.601756;PRIOR;1
case10;30;Nádraží;(30, 135, 1);17;Dopravní podnik;(17, 111, 2);16:40:00;2023-10-07 16:37:29.398244;07.10.2023 16:40;75;True;75.601756;PRIOR;1
case10;30;Nádraží;(30, 135, 1);20;Nádraží;(20, 135);16:40:00;2023-10-07 16:37:29.398244;07.10.2023 16:40;52;True;98.601756;PRIOR;1
case10;30;Nádraží;(30, 135, 1);22;Souš,Matylda;(22, 163);16:40:00;2023-10-07 16:37:29.398244;07.10.2023 16:40;46;True;104.601756;PRIOR;0
case10;2;Most,Velebudická;(2, 1);4;Litvínov,Citadela;(4, 26);17:40:00;2023-10-07 17:37:29.733063;07.10.2023 17:40;58;True;92.266937;PRIOR;0
case10;2;Most,Velebudická;(2, 1);17;Dopravní podnik;(17, 111, 2);17:40:00;2023-10-07 17:37:29.733063;07.10.2023 17:40;26;True;124.266937;PRIOR;0
case10;2;Most,Velebudická;(2, 1);20;Nádraží;(20, 135);17:40:00;2023-10-07 17:37:29.733063;07.10.2023 17:40;46;True;104.266937;PRIOR;1
case10;2;Most,Velebudická;(2, 1);22;Souš,Matylda;(22, 163);17:40:00;2023-10-07 17:37:29.733063;07.10.2023 17:40;38;True;112.266937;PRIOR;1
case10;2;Most,Velebudická;(2, 1);30;Nádraží;(30, 135, 1);17:40:00;2023-10-07 17:37:29.733063;07.10.2023 17:40;59;True;91.266937;PRIOR;1
case10;4;Litvínov,Citadela;(4, 26);2;Most,Velebudická;(2, 1);17:40:00;2023-10-07 17:37:29.833132;07.10.2023 17:40;58;True;92.166868;PRIOR;0
case10;4;Litvínov,Citadela;(4, 26);17;Dopravní podnik;(17, 111, 2);17:40:00;2023-10-07 17:37:29.833132;07.10.2023 17:40;53;True;97.166868;PRIOR;1
case10;4;Litvínov,Citadela;(4, 26);20;Nádraží;(20, 135);17:40:00;2023-10-07 17:37:29.833132;07.10.2023 17:40;39;True;111.166868;PRIOR;1
case10;4;Litvínov,Citadela;(4, 26);22;Souš,Matylda;(22, 163);17:40:00;2023-10-07 17:37:29.833132;07.10.2023 17:40;52;True;98.166868;PRIOR;1
case10;4;Litvínov,Citadela;(4, 26);30;Nádraží;(30, 135, 1);17:40:00;2023-10-07 17:37:29.833132;07.10.2023 17:40;27;True;123.166868;PRIOR;0
case10;17;Dopravní podnik;(17, 111, 2);2;Most,Velebudická;(2, 1);17:40:00;2023-10-07 17:36:49.410348;07.10.2023 17:40;26;True;164.589652;PRIOR;0
case10;17;Dopravní podnik;(17, 111, 2);4;Litvínov,Citadela;(4, 26);17:40:00;2023-10-07 17:36:49.410348;07.10.2023 17:40;53;True;137.589652;PRIOR;1
case10;17;Dopravní podnik;(17, 111, 2);20;Nádraží;(20, 135);17:40:00;2023-10-07 17:36:49.410348;07.10.2023 17:40;44;True;146.589652;PRIOR;1
case10;17;Dopravní podnik;(17, 111, 2);22;Souš,Matylda;(22, 163);17:40:00;2023-10-07 17:36:49.410348;07.10.2023 17:40;54;True;136.589652;PRIOR;1
case10;17;Dopravní podnik;(17, 111, 2);30;Nádraží;(30, 135, 1);17:40:00;2023-10-07 17:36:49.410348;07.10.2023 17:40;75;True;115.589652;PRIOR;0
