case;cislo linky;konecna A;linka_smer_A;cislo linky B;konecna B;linka_smer_B;rozjezd;prijezd;odjezd;doba prestupu;stihnuto;o_kolik;cpu;smysluplnost
case16;13;Lom,rozcestí M.Radčice;(13, 205);14;H.Jiřetín,pekařství;(14, 244);20:03:00;2023-10-02 20:00:31.143954;02.10.2023 20:02;35;True;53.856046;Litvínov;0
case16;13;Lom,rozcestí M.Radčice;(13, 205);4;Most,Dopravní podnik;(4, 3);20:03:00;2023-10-02 20:00:31.143954;02.10.2023 20:00;10;False;-21.143954;Litvínov;1
case16;13;Lom,rozcestí M.Radčice;(13, 205);4;Litvínov,Citadela;(4, 26);20:03:00;2023-10-02 20:00:31.143954;02.10.2023 20:02;25;True;63.856046;Litvínov;1
case16;14;Litvínov,nádraží;(14, 201);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;02.10.2023 23:59;02.10.2023 20:03;35;False;;Litvínov;0
case16;14;Litvínov,nádraží;(14, 201);13;Janov,konečná;(13, 225);20:03:00;02.10.2023 23:59;02.10.2023 20:03;0;False;;Litvínov;0
case16;14;Litvínov,nádraží;(14, 201);4;Most,Dopravní podnik;(4, 3);20:03:00;02.10.2023 23:59;02.10.2023 20:00;25;False;;Litvínov;1
case16;14;Litvínov,nádraží;(14, 201);4;Litvínov,Citadela;(4, 26);20:03:00;02.10.2023 23:59;02.10.2023 20:02;15;False;;Litvínov;1
case16;13;Janov,konečná;(13, 225);14;H.Jiřetín,pekařství;(14, 244);20:03:00;02.10.2023 20:00;02.10.2023 20:02;0;True;120;Litvínov;0
case16;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);20:03:00;02.10.2023 20:00;02.10.2023 20:00;25;False;-5;Litvínov;1
case16;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);20:03:00;02.10.2023 20:00;02.10.2023 20:02;15;True;105;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;02.10.2023 20:00;02.10.2023 20:03;10;True;170;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);14;H.Jiřetín,pekařství;(14, 244);20:03:00;02.10.2023 20:00;02.10.2023 20:02;25;True;95;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);20:03:00;02.10.2023 20:00;02.10.2023 20:03;25;True;155;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;2023-10-02 20:00:24.526440;02.10.2023 20:03;25;True;130.47356;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);14;H.Jiřetín,pekařství;(14, 244);20:03:00;2023-10-02 20:00:24.526440;02.10.2023 20:02;15;True;80.47356;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);20:03:00;2023-10-02 20:00:24.526440;02.10.2023 20:03;15;True;140.47356;Litvínov;1
case16;13;Lom,rozcestí M.Radčice;(13, 205);14;H.Jiřetín,pekařství;(14, 244);20:03:00;2023-10-03 20:00:44.903558;03.10.2023 20:02;35;True;40.096442;Litvínov;0
case16;13;Lom,rozcestí M.Radčice;(13, 205);4;Most,Dopravní podnik;(4, 3);20:03:00;2023-10-03 20:00:44.903558;2023-10-03 20:01:33.994746;10;True;39.091188;Litvínov;1
case16;13;Lom,rozcestí M.Radčice;(13, 205);4;Litvínov,Citadela;(4, 26);20:03:00;2023-10-03 20:00:44.903558;2023-10-03 20:04:57.118311;25;True;227.214753;Litvínov;1
case16;14;Litvínov,nádraží;(14, 201);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;2023-10-03 19:58:39.675321;03.10.2023 20:03;35;True;225.324679;Litvínov;0
case16;14;Litvínov,nádraží;(14, 201);13;Janov,konečná;(13, 225);20:03:00;2023-10-03 19:58:39.675321;03.10.2023 20:03;0;True;260.324679;Litvínov;0
case16;14;Litvínov,nádraží;(14, 201);4;Most,Dopravní podnik;(4, 3);20:03:00;2023-10-03 19:58:39.675321;2023-10-03 20:01:33.994746;25;True;149.319425;Litvínov;1
case16;14;Litvínov,nádraží;(14, 201);4;Litvínov,Citadela;(4, 26);20:03:00;2023-10-03 19:58:39.675321;2023-10-03 20:04:57.118311;15;True;362.44299;Litvínov;1
case16;13;Janov,konečná;(13, 225);14;H.Jiřetín,pekařství;(14, 244);20:03:00;03.10.2023 20:00;03.10.2023 20:02;0;True;120;Litvínov;0
case16;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);20:03:00;03.10.2023 20:00;2023-10-03 20:01:33.994746;25;True;68.994746;Litvínov;1
case16;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);20:03:00;03.10.2023 20:00;2023-10-03 20:04:57.118311;15;True;282.118311;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;2023-10-03 20:01:13.994746;03.10.2023 20:03;10;True;96.005254;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);14;H.Jiřetín,pekařství;(14, 244);20:03:00;2023-10-03 20:01:13.994746;03.10.2023 20:02;25;True;21.005254;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);20:03:00;2023-10-03 20:01:13.994746;03.10.2023 20:03;25;True;81.005254;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;2023-10-03 20:04:37.118311;03.10.2023 20:03;25;False;-122.118311;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);14;H.Jiřetín,pekařství;(14, 244);20:03:00;2023-10-03 20:04:37.118311;03.10.2023 20:02;15;False;-172.118311;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);20:03:00;2023-10-03 20:04:37.118311;03.10.2023 20:03;15;False;-112.118311;Litvínov;1
case16;13;Lom,rozcestí M.Radčice;(13, 205);14;H.Jiřetín,pekařství;(14, 244);20:03:00;2023-10-04 20:00:20.004372;04.10.2023 20:02;35;True;64.995628;Litvínov;0
case16;13;Lom,rozcestí M.Radčice;(13, 205);4;Most,Dopravní podnik;(4, 3);20:03:00;2023-10-04 20:00:20.004372;2023-10-04 20:00:42.890319;10;True;12.885947;Litvínov;1
case16;13;Lom,rozcestí M.Radčice;(13, 205);4;Litvínov,Citadela;(4, 26);20:03:00;2023-10-04 20:00:20.004372;2023-10-04 20:02:32.518432;25;True;107.51406;Litvínov;1
case16;14;Litvínov,nádraží;(14, 201);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;2023-10-04 19:58:09.647725;04.10.2023 20:03;35;True;255.352275;Litvínov;0
case16;14;Litvínov,nádraží;(14, 201);13;Janov,konečná;(13, 225);20:03:00;2023-10-04 19:58:09.647725;04.10.2023 23:59;0;True;;Litvínov;0
case16;14;Litvínov,nádraží;(14, 201);4;Most,Dopravní podnik;(4, 3);20:03:00;2023-10-04 19:58:09.647725;2023-10-04 20:00:42.890319;25;True;128.242594;Litvínov;1
case16;14;Litvínov,nádraží;(14, 201);4;Litvínov,Citadela;(4, 26);20:03:00;2023-10-04 19:58:09.647725;2023-10-04 20:02:32.518432;15;True;247.870707;Litvínov;1
case16;13;Janov,konečná;(13, 225);14;H.Jiřetín,pekařství;(14, 244);20:03:00;04.10.2023 23:59;04.10.2023 20:02;0;False;;Litvínov;0
case16;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);20:03:00;04.10.2023 23:59;2023-10-04 20:00:42.890319;25;False;;Litvínov;1
case16;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);20:03:00;04.10.2023 23:59;2023-10-04 20:02:32.518432;15;False;;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;2023-10-04 20:00:22.890319;04.10.2023 20:03;10;True;147.109681;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);14;H.Jiřetín,pekařství;(14, 244);20:03:00;2023-10-04 20:00:22.890319;04.10.2023 20:02;25;True;72.109681;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);20:03:00;2023-10-04 20:00:22.890319;04.10.2023 23:59;25;True;;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;2023-10-04 20:02:12.518432;04.10.2023 20:03;25;True;22.481568;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);14;H.Jiřetín,pekařství;(14, 244);20:03:00;2023-10-04 20:02:12.518432;04.10.2023 20:02;15;False;-27.518432;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);20:03:00;2023-10-04 20:02:12.518432;04.10.2023 23:59;15;True;;Litvínov;1
case16;13;Lom,rozcestí M.Radčice;(13, 205);14;H.Jiřetín,pekařství;(14, 244);20:03:00;05.10.2023 20:00;05.10.2023 20:02;35;True;85;Litvínov;0
case16;13;Lom,rozcestí M.Radčice;(13, 205);4;Most,Dopravní podnik;(4, 3);20:03:00;05.10.2023 20:00;2023-10-05 20:02:36.296718;10;True;146.296718;Litvínov;1
case16;13;Lom,rozcestí M.Radčice;(13, 205);4;Litvínov,Citadela;(4, 26);20:03:00;05.10.2023 20:00;2023-10-05 20:02:16.945732;25;True;111.945732;Litvínov;1
case16;14;Litvínov,nádraží;(14, 201);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;05.10.2023 23:59;05.10.2023 20:03;35;False;;Litvínov;0
case16;14;Litvínov,nádraží;(14, 201);13;Janov,konečná;(13, 225);20:03:00;05.10.2023 23:59;05.10.2023 20:03;0;False;;Litvínov;0
case16;14;Litvínov,nádraží;(14, 201);4;Most,Dopravní podnik;(4, 3);20:03:00;05.10.2023 23:59;2023-10-05 20:02:36.296718;25;False;;Litvínov;1
case16;14;Litvínov,nádraží;(14, 201);4;Litvínov,Citadela;(4, 26);20:03:00;05.10.2023 23:59;2023-10-05 20:02:16.945732;15;False;;Litvínov;1
case16;13;Janov,konečná;(13, 225);14;H.Jiřetín,pekařství;(14, 244);20:03:00;2023-10-05 20:01:32.283534;05.10.2023 20:02;0;True;27.716466;Litvínov;0
case16;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);20:03:00;2023-10-05 20:01:32.283534;2023-10-05 20:02:36.296718;25;True;39.013184;Litvínov;1
case16;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);20:03:00;2023-10-05 20:01:32.283534;2023-10-05 20:02:16.945732;15;True;29.662198;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;2023-10-05 20:02:16.296718;05.10.2023 20:03;10;True;33.703282;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);14;H.Jiřetín,pekařství;(14, 244);20:03:00;2023-10-05 20:02:16.296718;05.10.2023 20:02;25;False;-41.296718;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);20:03:00;2023-10-05 20:02:16.296718;05.10.2023 20:03;25;True;18.703282;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;2023-10-05 20:01:56.945732;05.10.2023 20:03;25;True;38.054268;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);14;H.Jiřetín,pekařství;(14, 244);20:03:00;2023-10-05 20:01:56.945732;05.10.2023 20:02;15;False;-11.945732;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);20:03:00;2023-10-05 20:01:56.945732;05.10.2023 20:03;15;True;48.054268;Litvínov;1
case16;13;Lom,rozcestí M.Radčice;(13, 205);14;H.Jiřetín,pekařství;(14, 244);20:03:00;06.10.2023 23:59;06.10.2023 20:02;35;False;;Litvínov;0
case16;13;Lom,rozcestí M.Radčice;(13, 205);4;Most,Dopravní podnik;(4, 3);20:03:00;06.10.2023 23:59;06.10.2023 23:59;10;False;-10;Litvínov;1
case16;13;Lom,rozcestí M.Radčice;(13, 205);4;Litvínov,Citadela;(4, 26);20:03:00;06.10.2023 23:59;06.10.2023 23:59;25;False;-25;Litvínov;1
case16;14;Litvínov,nádraží;(14, 201);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;06.10.2023 23:59;06.10.2023 23:59;35;False;-35;Litvínov;0
case16;14;Litvínov,nádraží;(14, 201);13;Janov,konečná;(13, 225);20:03:00;06.10.2023 23:59;06.10.2023 23:59;0;True;0;Litvínov;0
case16;14;Litvínov,nádraží;(14, 201);4;Most,Dopravní podnik;(4, 3);20:03:00;06.10.2023 23:59;06.10.2023 23:59;25;False;-25;Litvínov;1
case16;14;Litvínov,nádraží;(14, 201);4;Litvínov,Citadela;(4, 26);20:03:00;06.10.2023 23:59;06.10.2023 23:59;15;False;-15;Litvínov;1
case16;13;Janov,konečná;(13, 225);14;H.Jiřetín,pekařství;(14, 244);20:03:00;06.10.2023 23:59;06.10.2023 20:02;0;False;;Litvínov;0
case16;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);20:03:00;06.10.2023 23:59;06.10.2023 23:59;25;False;-25;Litvínov;1
case16;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);20:03:00;06.10.2023 23:59;06.10.2023 23:59;15;False;-15;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;06.10.2023 23:59;06.10.2023 23:59;10;False;-10;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);14;H.Jiřetín,pekařství;(14, 244);20:03:00;06.10.2023 23:59;06.10.2023 20:02;25;False;;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);20:03:00;06.10.2023 23:59;06.10.2023 23:59;25;False;-25;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;06.10.2023 23:59;06.10.2023 23:59;25;False;-25;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);14;H.Jiřetín,pekařství;(14, 244);20:03:00;06.10.2023 23:59;06.10.2023 20:02;15;False;;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);20:03:00;06.10.2023 23:59;06.10.2023 23:59;15;False;-15;Litvínov;1
case16;13;Lom,rozcestí M.Radčice;(13, 205);14;H.Jiřetín,pekařství;(14, 244);20:03:00;2023-10-09 20:00:19.980265;09.10.2023 20:02;35;True;65.019735;Litvínov;0
case16;13;Lom,rozcestí M.Radčice;(13, 205);4;Most,Dopravní podnik;(4, 3);20:03:00;2023-10-09 20:00:19.980265;2023-10-09 20:00:57.593093;10;True;27.612828;Litvínov;1
case16;13;Lom,rozcestí M.Radčice;(13, 205);4;Litvínov,Citadela;(4, 26);20:03:00;2023-10-09 20:00:19.980265;2023-10-09 20:03:38.723664;25;True;173.743399;Litvínov;1
case16;14;Litvínov,nádraží;(14, 201);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;2023-10-09 19:58:57.438375;09.10.2023 20:03;35;True;207.561625;Litvínov;0
case16;14;Litvínov,nádraží;(14, 201);13;Janov,konečná;(13, 225);20:03:00;2023-10-09 19:58:57.438375;09.10.2023 20:03;0;True;242.561625;Litvínov;0
case16;14;Litvínov,nádraží;(14, 201);4;Most,Dopravní podnik;(4, 3);20:03:00;2023-10-09 19:58:57.438375;2023-10-09 20:00:57.593093;25;True;95.154718;Litvínov;1
case16;14;Litvínov,nádraží;(14, 201);4;Litvínov,Citadela;(4, 26);20:03:00;2023-10-09 19:58:57.438375;2023-10-09 20:03:38.723664;15;True;266.285289;Litvínov;1
case16;13;Janov,konečná;(13, 225);14;H.Jiřetín,pekařství;(14, 244);20:03:00;09.10.2023 20:00;09.10.2023 20:02;0;True;120;Litvínov;0
case16;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);20:03:00;09.10.2023 20:00;2023-10-09 20:00:57.593093;25;True;32.593093;Litvínov;1
case16;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);20:03:00;09.10.2023 20:00;2023-10-09 20:03:38.723664;15;True;203.723664;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;2023-10-09 20:00:37.593093;09.10.2023 20:03;10;True;132.406907;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);14;H.Jiřetín,pekařství;(14, 244);20:03:00;2023-10-09 20:00:37.593093;09.10.2023 20:02;25;True;57.406907;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);20:03:00;2023-10-09 20:00:37.593093;09.10.2023 20:03;25;True;117.406907;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;2023-10-09 20:03:18.723664;09.10.2023 20:03;25;False;-43.723664;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);14;H.Jiřetín,pekařství;(14, 244);20:03:00;2023-10-09 20:03:18.723664;09.10.2023 20:02;15;False;-93.723664;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);20:03:00;2023-10-09 20:03:18.723664;09.10.2023 20:03;15;False;-33.723664;Litvínov;1
case16;13;Lom,rozcestí M.Radčice;(13, 205);14;H.Jiřetín,pekařství;(14, 244);20:03:00;10.10.2023 23:59;10.10.2023 20:02;35;False;;Litvínov;0
case16;13;Lom,rozcestí M.Radčice;(13, 205);4;Most,Dopravní podnik;(4, 3);20:03:00;10.10.2023 23:59;10.10.2023 20:00;10;False;;Litvínov;1
case16;13;Lom,rozcestí M.Radčice;(13, 205);4;Litvínov,Citadela;(4, 26);20:03:00;10.10.2023 23:59;2023-10-10 20:04:13.346091;25;False;;Litvínov;1
case16;14;Litvínov,nádraží;(14, 201);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;2023-10-10 19:58:13.652310;10.10.2023 23:59;35;True;;Litvínov;0
case16;14;Litvínov,nádraží;(14, 201);13;Janov,konečná;(13, 225);20:03:00;2023-10-10 19:58:13.652310;10.10.2023 20:03;0;True;286.34769;Litvínov;0
case16;14;Litvínov,nádraží;(14, 201);4;Most,Dopravní podnik;(4, 3);20:03:00;2023-10-10 19:58:13.652310;10.10.2023 20:00;25;True;101.34769;Litvínov;1
case16;14;Litvínov,nádraží;(14, 201);4;Litvínov,Citadela;(4, 26);20:03:00;2023-10-10 19:58:13.652310;2023-10-10 20:04:13.346091;15;True;344.693781;Litvínov;1
case16;13;Janov,konečná;(13, 225);14;H.Jiřetín,pekařství;(14, 244);20:03:00;10.10.2023 20:00;10.10.2023 20:02;0;True;120;Litvínov;0
case16;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);20:03:00;10.10.2023 20:00;10.10.2023 20:00;25;False;-5;Litvínov;1
case16;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);20:03:00;10.10.2023 20:00;2023-10-10 20:04:13.346091;15;True;238.346091;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;10.10.2023 20:00;10.10.2023 23:59;10;True;;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);14;H.Jiřetín,pekařství;(14, 244);20:03:00;10.10.2023 20:00;10.10.2023 20:02;25;True;95;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);20:03:00;10.10.2023 20:00;10.10.2023 20:03;25;True;155;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;2023-10-10 20:03:53.346091;10.10.2023 23:59;25;True;;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);14;H.Jiřetín,pekařství;(14, 244);20:03:00;2023-10-10 20:03:53.346091;10.10.2023 20:02;15;False;-128.346091;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);20:03:00;2023-10-10 20:03:53.346091;10.10.2023 20:03;15;False;-68.346091;Litvínov;1
case16;13;Lom,rozcestí M.Radčice;(13, 205);14;H.Jiřetín,pekařství;(14, 244);20:03:00;2023-10-11 20:01:12.701745;11.10.2023 20:02;35;True;12.298255;Litvínov;0
case16;13;Lom,rozcestí M.Radčice;(13, 205);4;Most,Dopravní podnik;(4, 3);20:03:00;2023-10-11 20:01:12.701745;2023-10-11 20:00:55.878185;10;False;-26.82356;Litvínov;1
case16;13;Lom,rozcestí M.Radčice;(13, 205);4;Litvínov,Citadela;(4, 26);20:03:00;2023-10-11 20:01:12.701745;2023-10-11 20:03:16.739489;25;True;99.037744;Litvínov;1
case16;14;Litvínov,nádraží;(14, 201);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;2023-10-11 19:58:10.205439;11.10.2023 20:03;35;True;254.794561;Litvínov;0
case16;14;Litvínov,nádraží;(14, 201);13;Janov,konečná;(13, 225);20:03:00;2023-10-11 19:58:10.205439;11.10.2023 20:03;0;True;289.794561;Litvínov;0
case16;14;Litvínov,nádraží;(14, 201);4;Most,Dopravní podnik;(4, 3);20:03:00;2023-10-11 19:58:10.205439;2023-10-11 20:00:55.878185;25;True;140.672746;Litvínov;1
case16;14;Litvínov,nádraží;(14, 201);4;Litvínov,Citadela;(4, 26);20:03:00;2023-10-11 19:58:10.205439;2023-10-11 20:03:16.739489;15;True;291.53405;Litvínov;1
case16;13;Janov,konečná;(13, 225);14;H.Jiřetín,pekařství;(14, 244);20:03:00;11.10.2023 20:00;11.10.2023 20:02;0;True;120;Litvínov;0
case16;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);20:03:00;11.10.2023 20:00;2023-10-11 20:00:55.878185;25;True;30.878185;Litvínov;1
case16;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);20:03:00;11.10.2023 20:00;2023-10-11 20:03:16.739489;15;True;181.739489;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;2023-10-11 20:00:35.878185;11.10.2023 20:03;10;True;134.121815;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);14;H.Jiřetín,pekařství;(14, 244);20:03:00;2023-10-11 20:00:35.878185;11.10.2023 20:02;25;True;59.121815;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);20:03:00;2023-10-11 20:00:35.878185;11.10.2023 20:03;25;True;119.121815;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;2023-10-11 20:02:56.739489;11.10.2023 20:03;25;False;-21.739489;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);14;H.Jiřetín,pekařství;(14, 244);20:03:00;2023-10-11 20:02:56.739489;11.10.2023 20:02;15;False;-71.739489;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);20:03:00;2023-10-11 20:02:56.739489;11.10.2023 20:03;15;False;-11.739489;Litvínov;1
case16;13;Lom,rozcestí M.Radčice;(13, 205);14;H.Jiřetín,pekařství;(14, 244);20:03:00;12.10.2023 20:00;12.10.2023 20:02;35;True;85;Litvínov;0
case16;13;Lom,rozcestí M.Radčice;(13, 205);4;Most,Dopravní podnik;(4, 3);20:03:00;12.10.2023 20:00;2023-10-12 20:01:00.395180;10;True;50.39518;Litvínov;1
case16;13;Lom,rozcestí M.Radčice;(13, 205);4;Litvínov,Citadela;(4, 26);20:03:00;12.10.2023 20:00;2023-10-12 20:03:25.806048;25;True;180.806048;Litvínov;1
case16;14;Litvínov,nádraží;(14, 201);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;12.10.2023 23:59;12.10.2023 20:03;35;False;;Litvínov;0
case16;14;Litvínov,nádraží;(14, 201);13;Janov,konečná;(13, 225);20:03:00;12.10.2023 23:59;12.10.2023 20:03;0;False;;Litvínov;0
case16;14;Litvínov,nádraží;(14, 201);4;Most,Dopravní podnik;(4, 3);20:03:00;12.10.2023 23:59;2023-10-12 20:01:00.395180;25;False;;Litvínov;1
case16;14;Litvínov,nádraží;(14, 201);4;Litvínov,Citadela;(4, 26);20:03:00;12.10.2023 23:59;2023-10-12 20:03:25.806048;15;False;;Litvínov;1
case16;13;Janov,konečná;(13, 225);14;H.Jiřetín,pekařství;(14, 244);20:03:00;12.10.2023 20:00;12.10.2023 20:02;0;True;120;Litvínov;0
case16;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);20:03:00;12.10.2023 20:00;2023-10-12 20:01:00.395180;25;True;35.39518;Litvínov;1
case16;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);20:03:00;12.10.2023 20:00;2023-10-12 20:03:25.806048;15;True;190.806048;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;2023-10-12 20:00:40.395180;12.10.2023 20:03;10;True;129.60482;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);14;H.Jiřetín,pekařství;(14, 244);20:03:00;2023-10-12 20:00:40.395180;12.10.2023 20:02;25;True;54.60482;Litvínov;1
case16;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);20:03:00;2023-10-12 20:00:40.395180;12.10.2023 20:03;25;True;114.60482;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;2023-10-12 20:03:05.806048;12.10.2023 20:03;25;False;-30.806048;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);14;H.Jiřetín,pekařství;(14, 244);20:03:00;2023-10-12 20:03:05.806048;12.10.2023 20:02;15;False;-80.806048;Litvínov;1
case16;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);20:03:00;2023-10-12 20:03:05.806048;12.10.2023 20:03;15;False;-20.806048;Litvínov;1
case16;13;Lom,rozcestí M.Radčice;(13, 205);14;H.Jiřetín,pekařství;(14, 244);20:03:00;13.10.2023 23:59;13.10.2023 20:02;35;False;;Litvínov;0
case16;13;Lom,rozcestí M.Radčice;(13, 205);4;Most,Dopravní podnik;(4, 3);20:03:00;13.10.2023 23:59;2023-10-13 20:01:00.561194;10;False;;Litvínov;1
case16;13;Lom,rozcestí M.Radčice;(13, 205);4;Litvínov,Citadela;(4, 26);20:03:00;13.10.2023 23:59;13.10.2023 20:02;25;False;;Litvínov;1
case16;14;Litvínov,nádraží;(14, 201);13;Lom,rozcestí M.Radčice;(13, 205);20:03:00;13.10.2023 23:59;13.10.2023 23:59;35;False;-35;Litvínov;0
case16;14;Litvínov,nádraží;(14, 201);13;Janov,konečná;(13, 225);20:03:00;13.10.2023 23:59;13.10.2023 20:03;0;False;;Litvínov;0
case16;14;Litvínov,nádraží;(14, 201);4;Most,Dopravní podnik;(4, 3);20:03:00;13.10.2023 23:59;2023-10-13 20:01:00.561194;25;False;;Litvínov;1
case16;14;Litvínov,nádraží;(14, 201);4;Litvínov,Citadela;(4, 26);20:03:00;13.10.2023 23:59;13.10.2023 20:02;15;False;;Litvínov;1
case16;13;Janov,konečná;(13, 225);14;H.Jiřetín,pekařství;(14, 244);20:03:00;13.10.2023 20:00;13.10.2023 20:02;0;True;120;Litvínov;0
case16;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);20:03:00;13.10.2023 20:00;2023-10-13 20:01:00.561194;25;True;35.561194;Litvínov;1
