case;cislo linky;konecna A;linka_smer_A;cislo linky B;konecna B;linka_smer_B;rozjezd;prijezd;odjezd;doba prestupu;stihnuto;o_kolik;cpu;smysluplnost
case17;4;Litvínov,Citadela;(4, 26);14;H.Jiřetín,pekařství;(14, 244);21:03:00;2023-10-25 21:00:26.378297;25.10.2023 21:02;15;True;78.621703;Litvínov;1
case17;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);21:03:00;2023-10-25 21:00:26.378297;25.10.2023 21:03;15;True;138.621703;Litvínov;1
case17;13;Litvínov,Koldům;(13, 207);14;H.Jiřetín,pekařství;(14, 244);21:03:00;2023-10-26 21:00:28.000192;26.10.2023 21:02;35;True;56.999808;Litvínov;0
case17;13;Litvínov,Koldům;(13, 207);4;Most,Dopravní podnik;(4, 3);21:03:00;2023-10-26 21:00:28.000192;2023-10-26 21:05:46.096536;10;True;308.096344;Litvínov;1
case17;13;Litvínov,Koldům;(13, 207);4;Litvínov,Citadela;(4, 26);21:03:00;2023-10-26 21:00:28.000192;2023-10-26 21:03:18.996172;25;True;145.99598;Litvínov;1
case17;14;Litvínov,nádraží;(14, 201);13;Litvínov,Koldům;(13, 207);21:03:00;26.10.2023 23:59;26.10.2023 21:03;35;False;;Litvínov;0
case17;14;Litvínov,nádraží;(14, 201);13;Janov,konečná;(13, 225);21:03:00;26.10.2023 23:59;26.10.2023 21:03;0;False;;Litvínov;0
case17;14;Litvínov,nádraží;(14, 201);4;Most,Dopravní podnik;(4, 3);21:03:00;26.10.2023 23:59;2023-10-26 21:05:46.096536;25;False;;Litvínov;1
case17;14;Litvínov,nádraží;(14, 201);4;Litvínov,Citadela;(4, 26);21:03:00;26.10.2023 23:59;2023-10-26 21:03:18.996172;15;False;;Litvínov;1
case17;13;Janov,konečná;(13, 225);14;H.Jiřetín,pekařství;(14, 244);21:03:00;26.10.2023 21:00;26.10.2023 21:02;0;True;120;Litvínov;0
case17;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);21:03:00;26.10.2023 21:00;2023-10-26 21:05:46.096536;25;True;321.096536;Litvínov;1
case17;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);21:03:00;26.10.2023 21:00;2023-10-26 21:03:18.996172;15;True;183.996172;Litvínov;1
case17;4;Most,Dopravní podnik;(4, 3);13;Litvínov,Koldům;(13, 207);21:03:00;2023-10-26 21:05:26.096536;26.10.2023 21:03;10;False;-156.096536;Litvínov;1
case17;4;Most,Dopravní podnik;(4, 3);14;H.Jiřetín,pekařství;(14, 244);21:03:00;2023-10-26 21:05:26.096536;26.10.2023 21:02;25;False;-231.096536;Litvínov;1
case17;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);21:03:00;2023-10-26 21:05:26.096536;26.10.2023 21:03;25;False;-171.096536;Litvínov;1
case17;4;Litvínov,Citadela;(4, 26);13;Litvínov,Koldům;(13, 207);21:03:00;2023-10-26 21:02:58.996172;26.10.2023 21:03;25;False;-23.996172;Litvínov;1
case17;4;Litvínov,Citadela;(4, 26);14;H.Jiřetín,pekařství;(14, 244);21:03:00;2023-10-26 21:02:58.996172;26.10.2023 21:02;15;False;-73.996172;Litvínov;1
case17;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);21:03:00;2023-10-26 21:02:58.996172;26.10.2023 21:03;15;False;-13.996172;Litvínov;1
case17;13;Litvínov,Koldům;(13, 207);14;H.Jiřetín,pekařství;(14, 244);21:03:00;2023-10-27 21:00:42.467395;27.10.2023 21:02;35;True;42.532605;Litvínov;0
case17;13;Litvínov,Koldům;(13, 207);4;Most,Dopravní podnik;(4, 3);21:03:00;2023-10-27 21:00:42.467395;27.10.2023 23:59;10;True;;Litvínov;1
case17;13;Litvínov,Koldům;(13, 207);4;Litvínov,Citadela;(4, 26);21:03:00;2023-10-27 21:00:42.467395;2023-10-27 21:06:01.153136;25;True;293.685741;Litvínov;1
case17;14;Litvínov,nádraží;(14, 201);13;Litvínov,Koldům;(13, 207);21:03:00;27.10.2023 23:59;27.10.2023 21:03;35;False;;Litvínov;0
case17;14;Litvínov,nádraží;(14, 201);13;Janov,konečná;(13, 225);21:03:00;27.10.2023 23:59;27.10.2023 21:03;0;False;;Litvínov;0
case17;14;Litvínov,nádraží;(14, 201);4;Most,Dopravní podnik;(4, 3);21:03:00;27.10.2023 23:59;27.10.2023 23:59;25;False;-25;Litvínov;1
case17;14;Litvínov,nádraží;(14, 201);4;Litvínov,Citadela;(4, 26);21:03:00;27.10.2023 23:59;2023-10-27 21:06:01.153136;15;False;;Litvínov;1
case17;13;Janov,konečná;(13, 225);14;H.Jiřetín,pekařství;(14, 244);21:03:00;27.10.2023 21:00;27.10.2023 21:02;0;True;120;Litvínov;0
case17;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);21:03:00;27.10.2023 21:00;27.10.2023 23:59;25;True;;Litvínov;1
case17;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);21:03:00;27.10.2023 21:00;2023-10-27 21:06:01.153136;15;True;346.153136;Litvínov;1
case17;4;Most,Dopravní podnik;(4, 3);13;Litvínov,Koldům;(13, 207);21:03:00;27.10.2023 23:59;27.10.2023 21:03;10;False;;Litvínov;1
case17;4;Most,Dopravní podnik;(4, 3);14;H.Jiřetín,pekařství;(14, 244);21:03:00;27.10.2023 23:59;27.10.2023 21:02;25;False;;Litvínov;1
case17;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);21:03:00;27.10.2023 23:59;27.10.2023 21:03;25;False;;Litvínov;1
case17;4;Litvínov,Citadela;(4, 26);13;Litvínov,Koldům;(13, 207);21:03:00;2023-10-27 21:05:41.153136;27.10.2023 21:03;25;False;-186.153136;Litvínov;1
case17;4;Litvínov,Citadela;(4, 26);14;H.Jiřetín,pekařství;(14, 244);21:03:00;2023-10-27 21:05:41.153136;27.10.2023 21:02;15;False;-236.153136;Litvínov;1
case17;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);21:03:00;2023-10-27 21:05:41.153136;27.10.2023 21:03;15;False;-176.153136;Litvínov;1
case17;13;Litvínov,Koldům;(13, 207);14;H.Jiřetín,pekařství;(14, 244);21:03:00;30.10.2023 21:00;30.10.2023 21:02;35;True;85;Litvínov;0
case17;13;Litvínov,Koldům;(13, 207);4;Most,Dopravní podnik;(4, 3);21:03:00;30.10.2023 21:00;2023-10-30 21:01:16.677242;10;True;66.677242;Litvínov;1
case17;13;Litvínov,Koldům;(13, 207);4;Litvínov,Citadela;(4, 26);21:03:00;30.10.2023 21:00;2023-10-30 21:04:19.565940;25;True;234.56594;Litvínov;1
case17;14;Litvínov,nádraží;(14, 201);13;Litvínov,Koldům;(13, 207);21:03:00;2023-10-30 20:58:11.009346;30.10.2023 21:03;35;True;253.990654;Litvínov;0
case17;14;Litvínov,nádraží;(14, 201);13;Janov,konečná;(13, 225);21:03:00;2023-10-30 20:58:11.009346;30.10.2023 21:03;0;True;288.990654;Litvínov;0
case17;14;Litvínov,nádraží;(14, 201);4;Most,Dopravní podnik;(4, 3);21:03:00;2023-10-30 20:58:11.009346;2023-10-30 21:01:16.677242;25;True;160.667896;Litvínov;1
case17;14;Litvínov,nádraží;(14, 201);4;Litvínov,Citadela;(4, 26);21:03:00;2023-10-30 20:58:11.009346;2023-10-30 21:04:19.565940;15;True;353.556594;Litvínov;1
case17;13;Janov,konečná;(13, 225);14;H.Jiřetín,pekařství;(14, 244);21:03:00;30.10.2023 21:00;30.10.2023 21:02;0;True;120;Litvínov;0
case17;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);21:03:00;30.10.2023 21:00;2023-10-30 21:01:16.677242;25;True;51.677242;Litvínov;1
case17;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);21:03:00;30.10.2023 21:00;2023-10-30 21:04:19.565940;15;True;244.56594;Litvínov;1
case17;4;Most,Dopravní podnik;(4, 3);13;Litvínov,Koldům;(13, 207);21:03:00;2023-10-30 21:00:56.677242;30.10.2023 21:03;10;True;113.322758;Litvínov;1
case17;4;Most,Dopravní podnik;(4, 3);14;H.Jiřetín,pekařství;(14, 244);21:03:00;2023-10-30 21:00:56.677242;30.10.2023 21:02;25;True;38.322758;Litvínov;1
case17;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);21:03:00;2023-10-30 21:00:56.677242;30.10.2023 21:03;25;True;98.322758;Litvínov;1
case17;4;Litvínov,Citadela;(4, 26);13;Litvínov,Koldům;(13, 207);21:03:00;2023-10-30 21:03:59.565940;30.10.2023 21:03;25;False;-84.56594;Litvínov;1
case17;4;Litvínov,Citadela;(4, 26);14;H.Jiřetín,pekařství;(14, 244);21:03:00;2023-10-30 21:03:59.565940;30.10.2023 21:02;15;False;-134.56594;Litvínov;1
case17;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);21:03:00;2023-10-30 21:03:59.565940;30.10.2023 21:03;15;False;-74.56594;Litvínov;1
case17;13;Litvínov,Koldům;(13, 207);14;H.Jiřetín,pekařství;(14, 244);21:03:00;2023-10-31 21:00:11.103182;31.10.2023 21:02;35;True;73.896818;Litvínov;0
case17;13;Litvínov,Koldům;(13, 207);4;Most,Dopravní podnik;(4, 3);21:03:00;2023-10-31 21:00:11.103182;31.10.2023 23:59;10;True;;Litvínov;1
case17;13;Litvínov,Koldům;(13, 207);4;Litvínov,Citadela;(4, 26);21:03:00;2023-10-31 21:00:11.103182;2023-10-31 21:02:24.209295;25;True;108.106113;Litvínov;1
case17;14;Litvínov,nádraží;(14, 201);13;Litvínov,Koldům;(13, 207);21:03:00;31.10.2023 23:59;31.10.2023 21:03;35;False;;Litvínov;0
case17;14;Litvínov,nádraží;(14, 201);13;Janov,konečná;(13, 225);21:03:00;31.10.2023 23:59;31.10.2023 23:59;0;True;0;Litvínov;0
case17;14;Litvínov,nádraží;(14, 201);4;Most,Dopravní podnik;(4, 3);21:03:00;31.10.2023 23:59;31.10.2023 23:59;25;False;-25;Litvínov;1
case17;14;Litvínov,nádraží;(14, 201);4;Litvínov,Citadela;(4, 26);21:03:00;31.10.2023 23:59;2023-10-31 21:02:24.209295;15;False;;Litvínov;1
case17;13;Janov,konečná;(13, 225);14;H.Jiřetín,pekařství;(14, 244);21:03:00;31.10.2023 23:59;31.10.2023 21:02;0;False;;Litvínov;0
case17;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);21:03:00;31.10.2023 23:59;31.10.2023 23:59;25;False;-25;Litvínov;1
case17;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);21:03:00;31.10.2023 23:59;2023-10-31 21:02:24.209295;15;False;;Litvínov;1
case17;4;Most,Dopravní podnik;(4, 3);13;Litvínov,Koldům;(13, 207);21:03:00;31.10.2023 23:59;31.10.2023 21:03;10;False;;Litvínov;1
case17;4;Most,Dopravní podnik;(4, 3);14;H.Jiřetín,pekařství;(14, 244);21:03:00;31.10.2023 23:59;31.10.2023 21:02;25;False;;Litvínov;1
case17;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);21:03:00;31.10.2023 23:59;31.10.2023 23:59;25;False;-25;Litvínov;1
case17;4;Litvínov,Citadela;(4, 26);13;Litvínov,Koldům;(13, 207);21:03:00;2023-10-31 21:02:04.209295;31.10.2023 21:03;25;True;30.790705;Litvínov;1
case17;4;Litvínov,Citadela;(4, 26);14;H.Jiřetín,pekařství;(14, 244);21:03:00;2023-10-31 21:02:04.209295;31.10.2023 21:02;15;False;-19.209295;Litvínov;1
case17;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);21:03:00;2023-10-31 21:02:04.209295;31.10.2023 23:59;15;True;;Litvínov;1
case18;13;Litvínov,Koldům;(13, 207);4;Most,Dopravní podnik;(4, 3);22:03:00;02.10.2023 22:00;2023-10-02 22:00:46.329510;10;True;36.32951;Litvínov;1
case18;13;Litvínov,Koldům;(13, 207);4;Litvínov,Citadela;(4, 26);22:03:00;02.10.2023 22:00;02.10.2023 22:02;25;True;95;Litvínov;1
case18;14;Litvínov,nádraží;(14, 201);13;Litvínov,Koldům;(13, 207);22:03:00;02.10.2023 23:59;02.10.2023 22:03;35;False;;Litvínov;0
case18;14;Litvínov,nádraží;(14, 201);13;Janov,konečná;(13, 225);22:03:00;02.10.2023 23:59;02.10.2023 22:03;0;False;;Litvínov;0
case18;14;Litvínov,nádraží;(14, 201);4;Most,Dopravní podnik;(4, 3);22:03:00;02.10.2023 23:59;2023-10-02 22:00:46.329510;25;False;;Litvínov;1
case18;14;Litvínov,nádraží;(14, 201);4;Litvínov,Citadela;(4, 26);22:03:00;02.10.2023 23:59;02.10.2023 22:02;15;False;;Litvínov;1
case18;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);22:03:00;02.10.2023 22:00;2023-10-02 22:00:46.329510;25;True;21.32951;Litvínov;1
case18;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);22:03:00;02.10.2023 22:00;02.10.2023 22:02;15;True;105;Litvínov;1
case18;4;Most,Dopravní podnik;(4, 3);13;Litvínov,Koldům;(13, 207);22:03:00;2023-10-02 22:00:26.329510;02.10.2023 22:03;10;True;143.67049;Litvínov;1
case18;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);22:03:00;2023-10-02 22:00:26.329510;02.10.2023 22:03;25;True;128.67049;Litvínov;1
case18;4;Litvínov,Citadela;(4, 26);13;Litvínov,Koldům;(13, 207);22:03:00;2023-10-02 22:00:53.303851;02.10.2023 22:03;25;True;101.696149;Litvínov;1
case18;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);22:03:00;2023-10-02 22:00:53.303851;02.10.2023 22:03;15;True;111.696149;Litvínov;1
case18;13;Litvínov,Koldům;(13, 207);4;Most,Dopravní podnik;(4, 3);22:03:00;2023-10-03 22:00:40.465408;2023-10-03 22:00:51.090568;10;True;0.62516;Litvínov;1
case18;13;Litvínov,Koldům;(13, 207);4;Litvínov,Citadela;(4, 26);22:03:00;2023-10-03 22:00:40.465408;2023-10-03 22:02:25.109570;25;True;79.644162;Litvínov;1
case18;14;Litvínov,nádraží;(14, 201);13;Litvínov,Koldům;(13, 207);22:03:00;03.10.2023 23:59;03.10.2023 22:03;35;False;;Litvínov;0
case18;14;Litvínov,nádraží;(14, 201);13;Janov,konečná;(13, 225);22:03:00;03.10.2023 23:59;03.10.2023 22:03;0;False;;Litvínov;0
case18;14;Litvínov,nádraží;(14, 201);4;Most,Dopravní podnik;(4, 3);22:03:00;03.10.2023 23:59;2023-10-03 22:00:51.090568;25;False;;Litvínov;1
case18;14;Litvínov,nádraží;(14, 201);4;Litvínov,Citadela;(4, 26);22:03:00;03.10.2023 23:59;2023-10-03 22:02:25.109570;15;False;;Litvínov;1
case18;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);22:03:00;03.10.2023 22:00;2023-10-03 22:00:51.090568;25;True;26.090568;Litvínov;1
case18;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);22:03:00;03.10.2023 22:00;2023-10-03 22:02:25.109570;15;True;130.10957;Litvínov;1
case18;4;Most,Dopravní podnik;(4, 3);13;Litvínov,Koldům;(13, 207);22:03:00;2023-10-03 22:00:31.090568;03.10.2023 22:03;10;True;138.909432;Litvínov;1
case18;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);22:03:00;2023-10-03 22:00:31.090568;03.10.2023 22:03;25;True;123.909432;Litvínov;1
case18;4;Litvínov,Citadela;(4, 26);13;Litvínov,Koldům;(13, 207);22:03:00;2023-10-03 22:02:05.109570;03.10.2023 22:03;25;True;29.89043;Litvínov;1
case18;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);22:03:00;2023-10-03 22:02:05.109570;03.10.2023 22:03;15;True;39.89043;Litvínov;1
case18;13;Litvínov,Koldům;(13, 207);4;Most,Dopravní podnik;(4, 3);22:03:00;04.10.2023 22:00;2023-10-04 22:00:43.744235;10;True;33.744235;Litvínov;1
case18;13;Litvínov,Koldům;(13, 207);4;Litvínov,Citadela;(4, 26);22:03:00;04.10.2023 22:00;2023-10-04 22:03:43.045191;25;True;198.045191;Litvínov;1
case18;14;Litvínov,nádraží;(14, 201);13;Litvínov,Koldům;(13, 207);22:03:00;2023-10-04 21:58:24.906096;04.10.2023 22:03;35;True;240.093904;Litvínov;0
case18;14;Litvínov,nádraží;(14, 201);13;Janov,konečná;(13, 225);22:03:00;2023-10-04 21:58:24.906096;04.10.2023 22:03;0;True;275.093904;Litvínov;0
case18;14;Litvínov,nádraží;(14, 201);4;Most,Dopravní podnik;(4, 3);22:03:00;2023-10-04 21:58:24.906096;2023-10-04 22:00:43.744235;25;True;113.838139;Litvínov;1
case18;14;Litvínov,nádraží;(14, 201);4;Litvínov,Citadela;(4, 26);22:03:00;2023-10-04 21:58:24.906096;2023-10-04 22:03:43.045191;15;True;303.139095;Litvínov;1
case18;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);22:03:00;04.10.2023 22:00;2023-10-04 22:00:43.744235;25;True;18.744235;Litvínov;1
case18;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);22:03:00;04.10.2023 22:00;2023-10-04 22:03:43.045191;15;True;208.045191;Litvínov;1
case18;4;Most,Dopravní podnik;(4, 3);13;Litvínov,Koldům;(13, 207);22:03:00;2023-10-04 22:00:23.744235;04.10.2023 22:03;10;True;146.255765;Litvínov;1
case18;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);22:03:00;2023-10-04 22:00:23.744235;04.10.2023 22:03;25;True;131.255765;Litvínov;1
case18;4;Litvínov,Citadela;(4, 26);13;Litvínov,Koldům;(13, 207);22:03:00;2023-10-04 22:03:23.045191;04.10.2023 22:03;25;False;-48.045191;Litvínov;1
case18;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);22:03:00;2023-10-04 22:03:23.045191;04.10.2023 22:03;15;False;-38.045191;Litvínov;1
case18;13;Litvínov,Koldům;(13, 207);4;Most,Dopravní podnik;(4, 3);22:03:00;05.10.2023 22:00;2023-10-05 22:00:25.821277;10;True;15.821277;Litvínov;1
case18;13;Litvínov,Koldům;(13, 207);4;Litvínov,Citadela;(4, 26);22:03:00;05.10.2023 22:00;2023-10-05 22:02:00.691996;25;True;95.691996;Litvínov;1
case18;14;Litvínov,nádraží;(14, 201);13;Litvínov,Koldům;(13, 207);22:03:00;05.10.2023 23:59;05.10.2023 22:03;35;False;;Litvínov;0
case18;14;Litvínov,nádraží;(14, 201);13;Janov,konečná;(13, 225);22:03:00;05.10.2023 23:59;05.10.2023 22:03;0;False;;Litvínov;0
case18;14;Litvínov,nádraží;(14, 201);4;Most,Dopravní podnik;(4, 3);22:03:00;05.10.2023 23:59;2023-10-05 22:00:25.821277;25;False;;Litvínov;1
case18;14;Litvínov,nádraží;(14, 201);4;Litvínov,Citadela;(4, 26);22:03:00;05.10.2023 23:59;2023-10-05 22:02:00.691996;15;False;;Litvínov;1
case18;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);22:03:00;05.10.2023 22:00;2023-10-05 22:00:25.821277;25;True;0.821277;Litvínov;1
case18;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);22:03:00;05.10.2023 22:00;2023-10-05 22:02:00.691996;15;True;105.691996;Litvínov;1
case18;4;Most,Dopravní podnik;(4, 3);13;Litvínov,Koldům;(13, 207);22:03:00;2023-10-05 22:00:05.821277;05.10.2023 22:03;10;True;164.178723;Litvínov;1
case18;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);22:03:00;2023-10-05 22:00:05.821277;05.10.2023 22:03;25;True;149.178723;Litvínov;1
case18;4;Litvínov,Citadela;(4, 26);13;Litvínov,Koldům;(13, 207);22:03:00;2023-10-05 22:01:40.691996;05.10.2023 22:03;25;True;54.308004;Litvínov;1
case18;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);22:03:00;2023-10-05 22:01:40.691996;05.10.2023 22:03;15;True;64.308004;Litvínov;1
case18;13;Litvínov,Koldům;(13, 207);4;Most,Dopravní podnik;(4, 3);22:03:00;06.10.2023 23:59;06.10.2023 23:59;10;False;-10;Litvínov;1
case18;13;Litvínov,Koldům;(13, 207);4;Litvínov,Citadela;(4, 26);22:03:00;06.10.2023 23:59;06.10.2023 23:59;25;False;-25;Litvínov;1
case18;14;Litvínov,nádraží;(14, 201);13;Litvínov,Koldům;(13, 207);22:03:00;06.10.2023 23:59;06.10.2023 23:59;35;False;-35;Litvínov;0
case18;14;Litvínov,nádraží;(14, 201);13;Janov,konečná;(13, 225);22:03:00;06.10.2023 23:59;06.10.2023 23:59;0;True;0;Litvínov;0
case18;14;Litvínov,nádraží;(14, 201);4;Most,Dopravní podnik;(4, 3);22:03:00;06.10.2023 23:59;06.10.2023 23:59;25;False;-25;Litvínov;1
case18;14;Litvínov,nádraží;(14, 201);4;Litvínov,Citadela;(4, 26);22:03:00;06.10.2023 23:59;06.10.2023 23:59;15;False;-15;Litvínov;1
case18;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);22:03:00;06.10.2023 23:59;06.10.2023 23:59;25;False;-25;Litvínov;1
case18;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);22:03:00;06.10.2023 23:59;06.10.2023 23:59;15;False;-15;Litvínov;1
case18;4;Most,Dopravní podnik;(4, 3);13;Litvínov,Koldům;(13, 207);22:03:00;06.10.2023 23:59;06.10.2023 23:59;10;False;-10;Litvínov;1
case18;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);22:03:00;06.10.2023 23:59;06.10.2023 23:59;25;False;-25;Litvínov;1
case18;4;Litvínov,Citadela;(4, 26);13;Litvínov,Koldům;(13, 207);22:03:00;06.10.2023 23:59;06.10.2023 23:59;25;False;-25;Litvínov;1
case18;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);22:03:00;06.10.2023 23:59;06.10.2023 23:59;15;False;-15;Litvínov;1
case18;13;Litvínov,Koldům;(13, 207);4;Most,Dopravní podnik;(4, 3);22:03:00;09.10.2023 22:00;2023-10-09 22:00:57.211828;10;True;47.211828;Litvínov;1
case18;13;Litvínov,Koldům;(13, 207);4;Litvínov,Citadela;(4, 26);22:03:00;09.10.2023 22:00;2023-10-09 22:02:07.176276;25;True;102.176276;Litvínov;1
case18;14;Litvínov,nádraží;(14, 201);13;Litvínov,Koldům;(13, 207);22:03:00;2023-10-09 21:59:31.984524;09.10.2023 22:03;35;True;173.015476;Litvínov;0
case18;14;Litvínov,nádraží;(14, 201);13;Janov,konečná;(13, 225);22:03:00;2023-10-09 21:59:31.984524;09.10.2023 22:03;0;True;208.015476;Litvínov;0
case18;14;Litvínov,nádraží;(14, 201);4;Most,Dopravní podnik;(4, 3);22:03:00;2023-10-09 21:59:31.984524;2023-10-09 22:00:57.211828;25;True;60.227304;Litvínov;1
case18;14;Litvínov,nádraží;(14, 201);4;Litvínov,Citadela;(4, 26);22:03:00;2023-10-09 21:59:31.984524;2023-10-09 22:02:07.176276;15;True;140.191752;Litvínov;1
case18;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);22:03:00;09.10.2023 22:00;2023-10-09 22:00:57.211828;25;True;32.211828;Litvínov;1
case18;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);22:03:00;09.10.2023 22:00;2023-10-09 22:02:07.176276;15;True;112.176276;Litvínov;1
case18;4;Most,Dopravní podnik;(4, 3);13;Litvínov,Koldům;(13, 207);22:03:00;2023-10-09 22:00:37.211828;09.10.2023 22:03;10;True;132.788172;Litvínov;1
case18;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);22:03:00;2023-10-09 22:00:37.211828;09.10.2023 22:03;25;True;117.788172;Litvínov;1
case18;4;Litvínov,Citadela;(4, 26);13;Litvínov,Koldům;(13, 207);22:03:00;2023-10-09 22:01:47.176276;09.10.2023 22:03;25;True;47.823724;Litvínov;1
case18;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);22:03:00;2023-10-09 22:01:47.176276;09.10.2023 22:03;15;True;57.823724;Litvínov;1
case18;13;Litvínov,Koldům;(13, 207);4;Most,Dopravní podnik;(4, 3);22:03:00;10.10.2023 23:59;10.10.2023 22:00;10;False;;Litvínov;1
case18;13;Litvínov,Koldům;(13, 207);4;Litvínov,Citadela;(4, 26);22:03:00;10.10.2023 23:59;2023-10-10 22:03:21.103241;25;False;;Litvínov;1
case18;14;Litvínov,nádraží;(14, 201);13;Litvínov,Koldům;(13, 207);22:03:00;2023-10-10 21:58:04.399901;10.10.2023 23:59;35;True;;Litvínov;0
case18;14;Litvínov,nádraží;(14, 201);13;Janov,konečná;(13, 225);22:03:00;2023-10-10 21:58:04.399901;10.10.2023 22:03;0;True;295.600099;Litvínov;0
case18;14;Litvínov,nádraží;(14, 201);4;Most,Dopravní podnik;(4, 3);22:03:00;2023-10-10 21:58:04.399901;10.10.2023 22:00;25;True;110.600099;Litvínov;1
case18;14;Litvínov,nádraží;(14, 201);4;Litvínov,Citadela;(4, 26);22:03:00;2023-10-10 21:58:04.399901;2023-10-10 22:03:21.103241;15;True;301.70334;Litvínov;1
case18;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);22:03:00;10.10.2023 22:00;10.10.2023 22:00;25;False;-5;Litvínov;1
case18;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);22:03:00;10.10.2023 22:00;2023-10-10 22:03:21.103241;15;True;186.103241;Litvínov;1
case18;4;Most,Dopravní podnik;(4, 3);13;Litvínov,Koldům;(13, 207);22:03:00;10.10.2023 22:00;10.10.2023 23:59;10;True;;Litvínov;1
case18;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);22:03:00;10.10.2023 22:00;10.10.2023 22:03;25;True;155;Litvínov;1
case18;4;Litvínov,Citadela;(4, 26);13;Litvínov,Koldům;(13, 207);22:03:00;2023-10-10 22:03:01.103241;10.10.2023 23:59;25;True;;Litvínov;1
case18;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);22:03:00;2023-10-10 22:03:01.103241;10.10.2023 22:03;15;False;-16.103241;Litvínov;1
case18;13;Litvínov,Koldům;(13, 207);4;Most,Dopravní podnik;(4, 3);22:03:00;2023-10-11 22:00:13.890798;11.10.2023 22:00;10;False;-3.890798;Litvínov;1
case18;13;Litvínov,Koldům;(13, 207);4;Litvínov,Citadela;(4, 26);22:03:00;2023-10-11 22:00:13.890798;11.10.2023 22:02;25;True;81.109202;Litvínov;1
case18;14;Litvínov,nádraží;(14, 201);13;Litvínov,Koldům;(13, 207);22:03:00;2023-10-11 21:58:37.873379;11.10.2023 22:03;35;True;227.126621;Litvínov;0
case18;14;Litvínov,nádraží;(14, 201);13;Janov,konečná;(13, 225);22:03:00;2023-10-11 21:58:37.873379;11.10.2023 22:03;0;True;262.126621;Litvínov;0
case18;14;Litvínov,nádraží;(14, 201);4;Most,Dopravní podnik;(4, 3);22:03:00;2023-10-11 21:58:37.873379;11.10.2023 22:00;25;True;77.126621;Litvínov;1
case18;14;Litvínov,nádraží;(14, 201);4;Litvínov,Citadela;(4, 26);22:03:00;2023-10-11 21:58:37.873379;11.10.2023 22:02;15;True;187.126621;Litvínov;1
case18;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);22:03:00;11.10.2023 22:00;11.10.2023 22:00;25;False;-5;Litvínov;1
